organ,cell type,id,Location
Nerve cells,astrocyte,3730,4
Nerve cells,astrocyte,8424,4
Nerve cells,astrocyte,388419,4
Nerve cells,astrocyte,7832,4
Nerve cells,astrocyte,146556,4
Nerve cells,astrocyte,151887,4
Nerve cells,astrocyte,1116,4
Nerve cells,astrocyte,83539,4
Nerve cells,astrocyte,1303,4
Nerve cells,astrocyte,54504,4
Nerve cells,astrocyte,1491,4
Nerve cells,astrocyte,199699,4
Nerve cells,astrocyte,1777,4
Nerve cells,astrocyte,2202,4
Nerve cells,astrocyte,10804,4
Nerve cells,astrocyte,3569,4
Nerve cells,astrocyte,3490,4
Nerve cells,astrocyte,112744,4
Nerve cells,astrocyte,3590,4
Nerve cells,astrocyte,3915,4
Nerve cells,astrocyte,3931,4
Nerve cells,astrocyte,4153,4
Nerve cells,astrocyte,4811,4
Nerve cells,astrocyte,4828,4
Nerve cells,astrocyte,9241,4
Nerve cells,astrocyte,89932,4
Nerve cells,astrocyte,5360,4
Nerve cells,astrocyte,5445,4
Nerve cells,astrocyte,390,4
Nerve cells,astrocyte,6281,4
Nerve cells,astrocyte,140576,4
Nerve cells,astrocyte,7857,4
Nerve cells,astrocyte,12,4
Nerve cells,astrocyte,221074,4
Nerve cells,astrocyte,8404,4
Nerve cells,astrocyte,6695,4
Nerve cells,astrocyte,10418,4
Nerve cells,astrocyte,7078,4
Nerve cells,astrocyte,5764,4
Blood & immune cells,atypical memory b cell,930,3
Blood & immune cells,atypical memory b cell,931,3
Blood & immune cells,atypical memory b cell,83416,3
Blood & immune cells,atypical memory b cell,1380,3
Blood & immune cells,atypical memory b cell,4321,4
Blood & immune cells,atypical memory b cell,939,4
Blood & immune cells,axl+siglec6+ dendritic cell,8553,1
Blood & immune cells,axl+siglec6+ dendritic cell,51343,1
Blood & immune cells,axl+siglec6+ dendritic cell,1026,1
Blood & immune cells,axl+siglec6+ dendritic cell,3662,1
Blood & immune cells,axl+siglec6+ dendritic cell,29124,1
Blood & immune cells,axl+siglec6+ dendritic cell,2072,1
Blood & immune cells,axl+siglec6+ dendritic cell,5933,1
Blood & immune cells,axl+siglec6+ dendritic cell,283989,1
Blood & immune cells,axl+siglec6+ dendritic cell,7392,1
Blood & immune cells,axl+siglec6+ dendritic cell,6935,1
Blood & immune cells,axl+siglec6+ dendritic cell,285989,1
Blood & immune cells,axl+siglec6+ dendritic cell,55,2
Blood & immune cells,axl+siglec6+ dendritic cell,217,2
Blood & immune cells,axl+siglec6+ dendritic cell,328,2
Blood & immune cells,axl+siglec6+ dendritic cell,93663,2
Blood & immune cells,axl+siglec6+ dendritic cell,22809,2
Blood & immune cells,axl+siglec6+ dendritic cell,896,2
Blood & immune cells,axl+siglec6+ dendritic cell,90799,2
Blood & immune cells,axl+siglec6+ dendritic cell,10229,2
Blood & immune cells,axl+siglec6+ dendritic cell,1521,2
Blood & immune cells,axl+siglec6+ dendritic cell,54491,2
Blood & immune cells,axl+siglec6+ dendritic cell,2681,2
Blood & immune cells,axl+siglec6+ dendritic cell,11278,2
Blood & immune cells,axl+siglec6+ dendritic cell,9314,2
Blood & immune cells,axl+siglec6+ dendritic cell,5641,2
Blood & immune cells,axl+siglec6+ dendritic cell,51102,2
Blood & immune cells,axl+siglec6+ dendritic cell,64968,2
Blood & immune cells,axl+siglec6+ dendritic cell,4629,2
Blood & immune cells,axl+siglec6+ dendritic cell,10397,2
Blood & immune cells,axl+siglec6+ dendritic cell,11145,2
Blood & immune cells,axl+siglec6+ dendritic cell,94274,2
Blood & immune cells,axl+siglec6+ dendritic cell,5730,2
Blood & immune cells,axl+siglec6+ dendritic cell,6041,2
Blood & immune cells,axl+siglec6+ dendritic cell,860,2
Blood & immune cells,axl+siglec6+ dendritic cell,51006,2
Blood & immune cells,axl+siglec6+ dendritic cell,79622,2
Blood & immune cells,axl+siglec6+ dendritic cell,6659,2
Blood & immune cells,axl+siglec6+ dendritic cell,6671,2
Blood & immune cells,axl+siglec6+ dendritic cell,53407,2
Blood & immune cells,axl+siglec6+ dendritic cell,8803,2
Blood & immune cells,axl+siglec6+ dendritic cell,7136,2
Blood & immune cells,axl+siglec6+ dendritic cell,22846,2
Blood & immune cells,axl+siglec6+ dendritic cell,80332,3
Blood & immune cells,axl+siglec6+ dendritic cell,493,3
Blood & immune cells,axl+siglec6+ dendritic cell,10458,3
Blood & immune cells,axl+siglec6+ dendritic cell,274,3
Blood & immune cells,axl+siglec6+ dendritic cell,933,3
Blood & immune cells,axl+siglec6+ dendritic cell,124599,3
Blood & immune cells,axl+siglec6+ dendritic cell,146894,3
Blood & immune cells,axl+siglec6+ dendritic cell,921,3
Blood & immune cells,axl+siglec6+ dendritic cell,971,3
Blood & immune cells,axl+siglec6+ dendritic cell,1524,3
Blood & immune cells,axl+siglec6+ dendritic cell,3579,3
Blood & immune cells,axl+siglec6+ dendritic cell,1601,3
Blood & immune cells,axl+siglec6+ dendritic cell,57089,3
Blood & immune cells,axl+siglec6+ dendritic cell,116496,3
Blood & immune cells,axl+siglec6+ dendritic cell,2776,3
Blood & immune cells,axl+siglec6+ dendritic cell,115330,3
Blood & immune cells,axl+siglec6+ dendritic cell,3092,3
Blood & immune cells,axl+siglec6+ dendritic cell,54900,3
Blood & immune cells,axl+siglec6+ dendritic cell,4058,3
Blood & immune cells,axl+siglec6+ dendritic cell,116931,3
Blood & immune cells,axl+siglec6+ dendritic cell,11343,3
Blood & immune cells,axl+siglec6+ dendritic cell,11040,3
Blood & immune cells,axl+siglec6+ dendritic cell,50862,3
Blood & immune cells,axl+siglec6+ dendritic cell,6335,3
Blood & immune cells,axl+siglec6+ dendritic cell,946,3
Blood & immune cells,axl+siglec6+ dendritic cell,6574,3
Blood & immune cells,axl+siglec6+ dendritic cell,84102,3
Blood & immune cells,axl+siglec6+ dendritic cell,6508,3
Blood & immune cells,axl+siglec6+ dendritic cell,64940,3
Blood & immune cells,axl+siglec6+ dendritic cell,64420,3
Blood & immune cells,axl+siglec6+ dendritic cell,23158,3
Blood & immune cells,axl+siglec6+ dendritic cell,7056,3
Blood & immune cells,axl+siglec6+ dendritic cell,25828,3
Blood & immune cells,axl+siglec6+ dendritic cell,558,4
Blood & immune cells,axl+siglec6+ dendritic cell,1808,4
Blood & immune cells,axl+siglec6+ dendritic cell,4643,4
Blood & immune cells,axl+siglec6+ dendritic cell,6281,4
Blood & immune cells,axl+siglec6+ dendritic cell,6614,4
Blood & immune cells,axl+siglec6+ dendritic cell,8742,4
Blood & immune cells,axl+siglec6+ dendritic cell,7380,4
Blood & immune cells,b-2 cell,4610,1
Blood & immune cells,b-2 cell,1029,2
Blood & immune cells,b-2 cell,2272,2
Blood & immune cells,b-2 cell,6794,2
Blood & immune cells,b-2 cell,3343,3
Blood & immune cells,b-2 cell,973,3
Blood & immune cells,b-2 cell,3538,4
Blood & immune cells,b cell,604,1
Blood & immune cells,b cell,4288,1
Blood & immune cells,b cell,3164,1
Blood & immune cells,b cell,5079,1
Blood & immune cells,b cell,6934,1
Blood & immune cells,b cell,10522,1
Blood & immune cells,b cell,4005,1
Blood & immune cells,b cell,5896,1
Blood & immune cells,b cell,5897,1
Blood & immune cells,b cell,7014,1
Blood & immune cells,b cell,389643,1
Blood & immune cells,b cell,60468,1
Blood & immune cells,b cell,1791,1
Blood & immune cells,b cell,4207,1
Blood & immune cells,b cell,3899,1
Blood & immune cells,b cell,27125,1
Blood & immune cells,b cell,26993,1
Blood & immune cells,b cell,84159,1
Blood & immune cells,b cell,546,1
Blood & immune cells,b cell,53335,1
Blood & immune cells,b cell,55589,1
Blood & immune cells,b cell,64151,1
Blood & immune cells,b cell,835,1
Blood & immune cells,b cell,863,1
Blood & immune cells,b cell,220869,1
Blood & immune cells,b cell,23492,1
Blood & immune cells,b cell,10983,1
Blood & immune cells,b cell,4064,1
Blood & immune cells,b cell,55536,1
Blood & immune cells,b cell,79019,1
Blood & immune cells,b cell,55636,1
Blood & immune cells,b cell,51550,1
Blood & immune cells,b cell,8450,1
Blood & immune cells,b cell,1616,1
Blood & immune cells,b cell,1875,1
Blood & immune cells,b cell,55929,1
Blood & immune cells,b cell,1879,1
Blood & immune cells,b cell,79813,1
Blood & immune cells,b cell,6924,1
Blood & immune cells,b cell,5394,1
Blood & immune cells,b cell,2091,1
Blood & immune cells,b cell,29997,1
Blood & immune cells,b cell,404672,1
Blood & immune cells,b cell,9734,1
Blood & immune cells,b cell,3087,1
Blood & immune cells,b cell,8294,1
Blood & immune cells,b cell,3149,1
Blood & immune cells,b cell,84941,1
Blood & immune cells,b cell,7866,1
Blood & immune cells,b cell,84289,1
Blood & immune cells,b cell,3669,1
Blood & immune cells,b cell,9767,1
Blood & immune cells,b cell,8284,1
Blood & immune cells,b cell,202559,1
Blood & immune cells,b cell,51621,1
Blood & immune cells,b cell,10365,1
Blood & immune cells,b cell,8270,1
Blood & immune cells,b cell,23592,1
Blood & immune cells,b cell,64077,1
Blood & immune cells,b cell,51690,1
Blood & immune cells,b cell,4066,1
Blood & immune cells,b cell,140733,1
Blood & immune cells,b cell,6419,1
Blood & immune cells,b cell,8930,1
Blood & immune cells,b cell,51003,1
Blood & immune cells,b cell,4205,1
Blood & immune cells,b cell,83881,1
Blood & immune cells,b cell,10943,1
Blood & immune cells,b cell,4609,1
Blood & immune cells,b cell,4794,1
Blood & immune cells,b cell,84365,1
Blood & immune cells,b cell,84504,1
Blood & immune cells,b cell,64318,1
Blood & immune cells,b cell,10412,1
Blood & immune cells,b cell,4927,1
Blood & immune cells,b cell,5000,1
Blood & immune cells,b cell,142,1
Blood & immune cells,b cell,165631,1
Blood & immune cells,b cell,29124,1
Blood & immune cells,b cell,25957,1
Blood & immune cells,b cell,5546,1
Blood & immune cells,b cell,7799,1
Blood & immune cells,b cell,91300,1
Blood & immune cells,b cell,5884,1
Blood & immune cells,b cell,10111,1
Blood & immune cells,b cell,9771,1
Blood & immune cells,b cell,5931,1
Blood & immune cells,b cell,10171,1
Blood & immune cells,b cell,57455,1
Blood & immune cells,b cell,79621,1
Blood & immune cells,b cell,8732,1
Blood & immune cells,b cell,8607,1
Blood & immune cells,b cell,57466,1
Blood & immune cells,b cell,677766,1
Blood & immune cells,b cell,26040,1
Blood & immune cells,b cell,257218,1
Blood & immune cells,b cell,6598,1
Blood & immune cells,b cell,79677,1
Blood & immune cells,b cell,23347,1
Blood & immune cells,b cell,84973,1
Blood & immune cells,b cell,6625,1
Blood & immune cells,b cell,6672,1
Blood & immune cells,b cell,3431,1
Blood & immune cells,b cell,10734,1
Blood & immune cells,b cell,6879,1
Blood & immune cells,b cell,6917,1
Blood & immune cells,b cell,51186,1
Blood & immune cells,b cell,83439,1
Blood & immune cells,b cell,6949,1
Blood & immune cells,b cell,54962,1
Blood & immune cells,b cell,7088,1
Blood & immune cells,b cell,29128,1
Blood & immune cells,b cell,10785,1
Blood & immune cells,b cell,83719,1
Blood & immune cells,b cell,27033,1
Blood & immune cells,b cell,55205,1
Blood & immune cells,b cell,51545,1
Blood & immune cells,b cell,7643,1
Blood & immune cells,b cell,168374,1
Blood & immune cells,b cell,3148,1
Blood & immune cells,b cell,22913,1
Blood & immune cells,b cell,8289,1
Blood & immune cells,b cell,1870,1
Blood & immune cells,b cell,80204,1
Blood & immune cells,b cell,64864,1
Blood & immune cells,b cell,6597,1
Blood & immune cells,b cell,7023,1
Blood & immune cells,b cell,1748,1
Blood & immune cells,b cell,51237,2
Blood & immune cells,b cell,57379,2
Blood & immune cells,b cell,567,2
Blood & immune cells,b cell,55024,2
Blood & immune cells,b cell,4695,2
Blood & immune cells,b cell,911,2
Blood & immune cells,b cell,10673,2
Blood & immune cells,b cell,7037,2
Blood & immune cells,b cell,972,2
Blood & immune cells,b cell,991,2
Blood & immune cells,b cell,983,2
Blood & immune cells,b cell,7852,2
Blood & immune cells,b cell,84824,2
Blood & immune cells,b cell,3122,2
Blood & immune cells,b cell,10535,2
Blood & immune cells,b cell,5366,2
Blood & immune cells,b cell,8115,2
Blood & immune cells,b cell,596,2
Blood & immune cells,b cell,640,2
Blood & immune cells,b cell,1978,2
Blood & immune cells,b cell,3113,2
Blood & immune cells,b cell,3117,2
Blood & immune cells,b cell,22806,2
Blood & immune cells,b cell,2731,2
Blood & immune cells,b cell,7805,2
Blood & immune cells,b cell,57553,2
Blood & immune cells,b cell,55278,2
Blood & immune cells,b cell,7431,2
Blood & immune cells,b cell,3112,2
Blood & immune cells,b cell,91319,2
Blood & immune cells,b cell,27087,2
Blood & immune cells,b cell,330,2
Blood & immune cells,b cell,79174,2
Blood & immune cells,b cell,55741,2
Blood & immune cells,b cell,9214,2
Blood & immune cells,b cell,55103,2
Blood & immune cells,b cell,60559,2
Blood & immune cells,b cell,54106,2
Blood & immune cells,b cell,51061,2
Blood & immune cells,b cell,23457,2
Blood & immune cells,b cell,55347,2
Blood & immune cells,b cell,80724,2
Blood & immune cells,b cell,64746,2
Blood & immune cells,b cell,54,2
Blood & immune cells,b cell,123876,2
Blood & immune cells,b cell,348158,2
Blood & immune cells,b cell,6296,2
Blood & immune cells,b cell,10768,2
Blood & immune cells,b cell,64853,2
Blood & immune cells,b cell,9447,2
Blood & immune cells,b cell,199857,2
Blood & immune cells,b cell,79053,2
Blood & immune cells,b cell,84266,2
Blood & immune cells,b cell,275,2
Blood & immune cells,b cell,51433,2
Blood & immune cells,b cell,287,2
Blood & immune cells,b cell,88455,2
Blood & immune cells,b cell,162,2
Blood & immune cells,b cell,130340,2
Blood & immune cells,b cell,26060,2
Blood & immune cells,b cell,364,2
Blood & immune cells,b cell,403,2
Blood & immune cells,b cell,410,2
Blood & immune cells,b cell,79754,2
Blood & immune cells,b cell,142685,2
Blood & immune cells,b cell,60673,2
Blood & immune cells,b cell,489,2
Blood & immune cells,b cell,535,2
Blood & immune cells,b cell,3454,2
Blood & immune cells,b cell,126792,2
Blood & immune cells,b cell,578,2
Blood & immune cells,b cell,10409,2
Blood & immune cells,b cell,55653,2
Blood & immune cells,b cell,10018,2
Blood & immune cells,b cell,79656,2
Blood & immune cells,b cell,51272,2
Blood & immune cells,b cell,636,2
Blood & immune cells,b cell,695,2
Blood & immune cells,b cell,53838,2
Blood & immune cells,b cell,145788,2
Blood & immune cells,b cell,57118,2
Blood & immune cells,b cell,152137,2
Blood & immune cells,b cell,60494,2
Blood & immune cells,b cell,891,2
Blood & immune cells,b cell,1238,2
Blood & immune cells,b cell,9973,2
Blood & immune cells,b cell,153241,2
Blood & immune cells,b cell,85459,2
Blood & immune cells,b cell,79603,2
Blood & immune cells,b cell,494143,2
Blood & immune cells,b cell,91782,2
Blood & immune cells,b cell,79586,2
Blood & immune cells,b cell,56994,2
Blood & immune cells,b cell,4261,2
Blood & immune cells,b cell,10970,2
Blood & immune cells,b cell,10695,2
Blood & immune cells,b cell,51117,2
Blood & immune cells,b cell,1456,2
Blood & immune cells,b cell,1490,2
Blood & immune cells,b cell,1512,2
Blood & immune cells,b cell,51523,2
Blood & immune cells,b cell,220002,2
Blood & immune cells,b cell,606495,2
Blood & immune cells,b cell,26999,2
Blood & immune cells,b cell,1663,2
Blood & immune cells,b cell,1654,2
Blood & immune cells,b cell,55526,2
Blood & immune cells,b cell,1737,2
Blood & immune cells,b cell,54431,2
Blood & immune cells,b cell,23234,2
Blood & immune cells,b cell,83544,2
Blood & immune cells,b cell,1798,2
Blood & immune cells,b cell,84661,2
Blood & immune cells,b cell,128338,2
Blood & immune cells,b cell,1889,2
Blood & immune cells,b cell,51295,2
Blood & immune cells,b cell,1933,2
Blood & immune cells,b cell,1937,2
Blood & immune cells,b cell,1938,2
Blood & immune cells,b cell,114327,2
Blood & immune cells,b cell,54583,2
Blood & immune cells,b cell,1962,2
Blood & immune cells,b cell,1975,2
Blood & immune cells,b cell,51016,2
Blood & immune cells,b cell,22905,2
Blood & immune cells,b cell,10595,2
Blood & immune cells,b cell,56605,2
Blood & immune cells,b cell,10961,2
Blood & immune cells,b cell,26273,2
Blood & immune cells,b cell,127943,2
Blood & immune cells,b cell,56246,2
Blood & immune cells,b cell,2530,2
Blood & immune cells,b cell,442117,2
Blood & immune cells,b cell,202309,2
Blood & immune cells,b cell,79760,2
Blood & immune cells,b cell,54960,2
Blood & immune cells,b cell,348654,2
Blood & immune cells,b cell,23062,2
Blood & immune cells,b cell,2739,2
Blood & immune cells,b cell,2762,2
Blood & immune cells,b cell,29925,2
Blood & immune cells,b cell,55204,2
Blood & immune cells,b cell,2719,2
Blood & immune cells,b cell,2885,2
Blood & immune cells,b cell,3032,2
Blood & immune cells,b cell,3052,2
Blood & immune cells,b cell,3108,2
Blood & immune cells,b cell,3109,2
Blood & immune cells,b cell,3120,2
Blood & immune cells,b cell,3123,2
Blood & immune cells,b cell,3127,2
Blood & immune cells,b cell,3133,2
Blood & immune cells,b cell,3326,2
Blood & immune cells,b cell,6782,2
Blood & immune cells,b cell,3376,2
Blood & immune cells,b cell,3399,2
Blood & immune cells,b cell,3460,2
Blood & immune cells,b cell,4033,2
Blood & immune cells,b cell,3394,2
Blood & immune cells,b cell,81618,2
Blood & immune cells,b cell,50618,2
Blood & immune cells,b cell,3728,2
Blood & immune cells,b cell,3783,2
Blood & immune cells,b cell,80183,2
Blood & immune cells,b cell,55857,2
Blood & immune cells,b cell,57565,2
Blood & immune cells,b cell,51088,2
Blood & immune cells,b cell,24141,2
Blood & immune cells,b cell,55323,2
Blood & immune cells,b cell,197257,2
Blood & immune cells,b cell,5641,2
Blood & immune cells,b cell,222229,2
Blood & immune cells,b cell,124801,2
Blood & immune cells,b cell,4067,2
Blood & immune cells,b cell,10434,2
Blood & immune cells,b cell,127018,2
Blood & immune cells,b cell,57128,2
Blood & immune cells,b cell,4121,2
Blood & immune cells,b cell,84693,2
Blood & immune cells,b cell,6837,2
Blood & immune cells,b cell,4208,2
Blood & immune cells,b cell,64745,2
Blood & immune cells,b cell,55669,2
Blood & immune cells,b cell,729967,2
Blood & immune cells,b cell,26002,2
